descricao,preco,ano,km_rodado,localizacao
Peugeot 208 1.6 16v Allure Flex Aut. 5p,52.900,2017,43.626 Km,Uberlândia
Ford Fiesta 1.6 Rocam Sedan 8v Flex 4p Manual,28.990,2014,232.115 Km,Belo Horizonte
Volkswagen Voyage 1.6 Msi Comfortline Total Flex 4p,42.900,2016,232.115 Km,Belo Horizonte
Nissan Kicks 1.6 16v Flexstart S Direct 4p Xtronic,85.900,2020,232.115 Km,Belo Horizonte
Chevrolet Onix 1.4 Advantage Aut. 5p,62.900,2019,232.115 Km,Belo Horizonte
Chevrolet Cobalt 1.4 Lt 4p,39.000,2014,232.115 Km,Belo Horizonte
Nissan March Sv 1.6 16v Flexstart 5p Mec.,50.900,2018,232.115 Km,Belo Horizonte
Ford Ka Sedan 1.0 Ti-vct Flex Se Manual,40.990,2019,232.115 Km,Belo Horizonte
Volkswagen Golf 1.6 Msi Comfortline 16v Total Flex 4p Tiptronic,73.900,2016,232.115 Km,Belo Horizonte
Citroën C4 Cactus 1.6 Vti 120 Flex Feel Eat6,82.990,2023,232.115 Km,Belo Horizonte
Jeep Compass 2.0 16v Diesel Limited 4x4 Automático,119.900,2019,232.115 Km,Belo Horizonte
Hyundai Hb20 Hb20 1.0m Unique,49.900,2019,232.115 Km,Belo Horizonte
Volkswagen Polo Track 1.0 Flex 12v 5p,77.890,2024,232.115 Km,Belo Horizonte
Jeep Compass 1.3 S Turbo Flex Aut. (t270) 5p,168.500,2022,232.115 Km,Belo Horizonte
Volkswagen Gol 1.0 Mi 8v Flex 4p Manual G.v,29.900,2013,232.115 Km,Belo Horizonte
Fiat Uno Attractive 1.0,41.990,2019,232.115 Km,Belo Horizonte
Chevrolet Cruze Sport6 Ltz 1.8 Ecotec (aut) (flex),66.900,2014,232.115 Km,Belo Horizonte
Honda Civic 1.8 Lxl Couro Flex Aut. 4p,49.900,2010,232.115 Km,Belo Horizonte
Jeep Compass Longitude 2.0 4x2 Flex 16v Aut.,94.900,2017,232.115 Km,Belo Horizonte
Hyundai Creta Prestige 2.0 16v Flex Aut.,88.900,2018,232.115 Km,Belo Horizonte
Ford Fiesta 1.6 Se Plus Hatch 16v Flex 4p Powershift,51.900,2017,232.115 Km,Belo Horizonte
Honda City 1.5 Lx Flex Aut. 4p,53.900,2013,232.115 Km,Belo Horizonte
Jeep Compass 2.0 16v Flex Longitude Automático,92.900,2017,232.115 Km,Belo Horizonte
Honda Hr-v Hr-v Exl 1.8 Flexone 16v 5p Aut.,113.900,2020,232.115 Km,Belo Horizonte
Volkswagen Cross Up! 1.0 Mpi 12v Flex 4p Manual,48.900,2016,232.115 Km,Belo Horizonte
Ford Focus 1.6 S 16v Flex 4p Manual,48.900,2015,232.115 Km,Belo Horizonte
Ford Ka Sedan 1.5 Se Plus 16v Flex 4p Manual,47.900,2017,232.115 Km,Belo Horizonte
Volkswagen Up! 1.0 Take 5p,35.900,2016,232.115 Km,Belo Horizonte
Renault Kwid 1.0 12v Zen Sce 5p,38.000,2018,232.115 Km,Belo Horizonte
Mitsubishi Asx 2.0 2wd Cvt 5p,79.900,2015,232.115 Km,Belo Horizonte
Ford Fiesta 1.0 Rocam S Flex 5p,28.950,2014,232.115 Km,Belo Horizonte
Kia Picanto 1.0 Ex 12v Flex 4p Manual,26.890,2010,232.115 Km,Belo Horizonte
Volvo Xc40 2.0 T5 R-design Awd 5p,160.900,2019,232.115 Km,Belo Horizonte
Chevrolet Onix 1.0 Turbo Flex Plus Ltz Manual,78.490,2021,232.115 Km,Belo Horizonte
Toyota Hilux 2.8 Tdi Srx Cab. Dupla 4x4 Aut. 4p,178.900,2016,232.115 Km,Belo Horizonte
Jeep Compass 2.0 16v Flex Limited Automático,115.990,2019,232.115 Km,Belo Horizonte
Hyundai Ix35 2.0 Mpfi Gls 16v Flex 4p Automático,77.990,2016,232.115 Km,Belo Horizonte
Ford Ka 1.0 Ti-vct Flex Se Manual,51.990,2020,232.115 Km,Belo Horizonte
Volkswagen Gol 1.0 12v Total Flex 5p,53.900,2023,232.115 Km,Belo Horizonte
Chevrolet S10 2.8 Ls Cab. Dupla 4x4 4p,146.900,2022,232.115 Km,Belo Horizonte
Volkswagen Gol 1.0 Total Flex 5p,39.900,2015,232.115 Km,Belo Horizonte
Fiat Uno 1.0 Drive Flex 5p,39.900,2018,232.115 Km,Belo Horizonte
Kia Sportage 2.0 Ex 4x2 16v Flex 4p Automático,119.800,2017,232.115 Km,Belo Horizonte
Fiat Uno 1.0 Evo Way Fire 8v Flex 4p Manual,34.800,2013,232.115 Km,Belo Horizonte
Land Rover Discovery Sport 2.0 16v Td4 Turbo Diesel Se 4p Automático,139.990,2016,232.115 Km,Belo Horizonte
Jeep Renegade 1.8 16v Flex 4p Automático,78.900,2020,232.115 Km,Belo Horizonte
Fiat Mobi Easy On,43.900,2017,232.115 Km,Belo Horizonte
Volkswagen Crossfox 1.6 Mi 8v Flex 4p Automatizado,37.990,2013,232.115 Km,Belo Horizonte
Chevrolet Cobalt 1.4 Mpfi Ltz 8v Flex 4p Manual,44.900,2014,232.115 Km,Belo Horizonte
Chevrolet Cobalt 1.4 Mpfi Ltz 8v Flex 4p Manual,44.900,2014,84.000 Km,Brasil - Uberlândia
Renault Sandero 1.0 12v Expression Sce 5p,40.000,2019,84.000 Km,Brasil - Uberlândia
Peugeot 2008 Allure At,57.900,2017,84.000 Km,Brasil - Uberlândia
Jaguar E-pace Jag Epace P250 Std,185.990,2018,84.000 Km,Brasil - Uberlândia
Audi S6 4.0 Limo V8 32v Gasolina 4p S-tronic,239.900,2014,84.000 Km,Brasil - Uberlândia
Hyundai Tucson Glsb Automático Flex,59.900,2015,84.000 Km,Brasil - Uberlândia
Ford Ka 1.0 Ti-vct Flex Se Manual,39.900,2016,84.000 Km,Brasil - Uberlândia
Volkswagen Fox 1.0 Tec Total Flex 5p,40.000,2014,84.000 Km,Brasil - Uberlândia
Volkswagen Fox 1.6 Vht Trend Total Flex 5p,39.900,2013,84.000 Km,Brasil - Uberlândia
Jeep Compass Longitude 2.0 4x4 Dies. 16v Aut,99.900,2017,84.000 Km,Brasil - Uberlândia
Chevrolet Cruze Sedan 1.8 Lt Ecotec 6 Aut. 4p,51.200,2012,84.000 Km,Brasil - Uberlândia
Fiat Fiorino Furgão 1.4 Hard Working Flex 4p,64.900,2019,84.000 Km,Brasil - Uberlândia
Mercedes-benz Glc 250 2.0 Cgi Gasolina Coupé 4matic 9g-tronic,264.900,2018,84.000 Km,Brasil - Uberlândia
Chevrolet Onix 1.0 Lt 5p,42.900,2015,84.000 Km,Brasil - Uberlândia
Mitsubishi Asx 2.0 4x2 16v Flex 4p Automático,89.900,2018,84.000 Km,Brasil - Uberlândia
Hyundai Ix35 2.0 16v Flex 4p Automático,78.900,2016,84.000 Km,Brasil - Uberlândia
Hyundai Tucson 2.0 Mpfi Gls 16v 143cv 2wd Flex 4p Automático,63.900,2016,84.000 Km,Brasil - Uberlândia
Nissan Kicks 1.6 16v Flexstart Sl 4p Xtronic,94.900,2020,84.000 Km,Brasil - Uberlândia
Renault Sandero 1.6 Expression 8v Flex 4p Manual,42.900,2015,84.000 Km,Brasil - Uberlândia
Mitsubishi Asx 2.0 4x2 16v Gasolina 4p Automático,79.900,2016,84.000 Km,Brasil - Uberlândia
Ford Ecosport 1.5 Ti-vct Flex Se Automático,77.800,2020,84.000 Km,Brasil - Uberlândia
Jeep Compass 2.0 16v Flex Longitude Automático,107.000,2020,84.000 Km,Brasil - Uberlândia
Ford Fiesta 1.0 Flex 5p,29.900,2014,84.000 Km,Brasil - Uberlândia
Volkswagen Gol 1.0 12v Mpi Totalflex 4p Manual,52.900,2022,84.000 Km,Brasil - Uberlândia
Fiat Cronos 1.8 Precision 16v Flex Aut. 4p,66.900,2019,84.000 Km,Brasil - Uberlândia
Bmw X1 2.0 16v Turbo Activeflex Sdrive20i 4p Automático,124.900,2017,84.000 Km,Brasil - Uberlândia
Jeep Compass 2.0 16v Diesel Longitude 4x4 Automático,114.900,2019,84.000 Km,Brasil - Uberlândia
Volkswagen T-cross 1.0 200 Tsi Total Flex Comfortline Automático,100.900,2020,84.000 Km,Brasil - Uberlândia
Honda Hr-v Hr-v Ex Cvt,88.900,2017,84.000 Km,Brasil - Uberlândia
Fiat Uno 1.4 Way 8v Flex 4p Manual,38.900,2012,84.000 Km,Brasil - Uberlândia
Chevrolet Onix 1.0 Mpfi Joy 8v Flex 4p Manual,53.990,2020,84.000 Km,Brasil - Uberlândia
Ford Ka 1.0 Se Flex 4p,51.000,2020,84.000 Km,Brasil - Uberlândia
Chevrolet Onix 1.0 Lt 5p,39.900,2014,84.000 Km,Brasil - Uberlândia
Volkswagen Fox 1.0 Mi 8v Flex 4p Manual,34.900,2011,84.000 Km,Brasil - Uberlândia
Volkswagen Tiguan Allspace Comfortline,122.900,2018,84.000 Km,Brasil - Uberlândia
Fiat Uno 1.0 Evo Vivace 8v Flex 4p Manual,37.900,2015,84.000 Km,Brasil - Uberlândia
Volkswagen Gol 1.0,30.900,2011,84.000 Km,Brasil - Uberlândia
Volkswagen Gol 1.0,28.900,2011,84.000 Km,Brasil - Uberlândia
Hyundai Hb20 1.6 Comfort Style 16v Flex 4p Manual,47.990,2014,84.000 Km,Brasil - Uberlândia
Ford Focus 2.0 Se Sedan 16v Flex 4p Powershift,53.900,2014,84.000 Km,Brasil - Uberlândia
Volkswagen Up! 1.0 Move 5p,41.000,2015,84.000 Km,Brasil - Uberlândia
Ford Fiesta 1.6 16v Titanium Flex Powershift 5p,53.900,2016,84.000 Km,Brasil - Uberlândia
Volkswagen Gol Novo  1.6 City,39.990,2014,84.000 Km,Brasil - Uberlândia
Hyundai Creta 2.0 16v Flex Sport Automático,88.900,2018,84.000 Km,Brasil - Uberlândia
Bmw X1 Sdrive 20i 2.0/2.0 Tb Acti.flex Aut.,89.980,2014,84.000 Km,Brasil - Uberlândia
Fiat Punto 1.4 Attractive Flex 5p,43.900,2015,84.000 Km,Brasil - Uberlândia
Jeep Renegade 2.0 Longitude 4x4 Aut. 5p,90.000,2018,84.000 Km,Brasil - Uberlândia
Renault Duster 1.6 Dynamique 4x2 16v Flex 4p Manual,54.900,2014,84.000 Km,Brasil - Uberlândia
Volkswagen Voyage 1.0 12v Total Flex 4p,56.990,2023,52.000 Km,Coração Eucarístico - Belo Horizonte
Ford Ecosport Fsl 1.6,55.900,2015,52.000 Km,Coração Eucarístico - Belo Horizonte
Ford Focus 2.0 Se Flex Powershift 5p,50.000,2015,52.000 Km,Coração Eucarístico - Belo Horizonte
Ford Ka 1.5 Ti-vct Flex Se Manual,53.900,2020,52.000 Km,Coração Eucarístico - Belo Horizonte
Ford Ecosport 2.0 Titanium Plus 16v Flex 4p Powershift,49.990,2014,52.000 Km,Coração Eucarístico - Belo Horizonte
Fiat Toro 1.8 Endurance 16v Flex 4x2 4p,89.900,2020,52.000 Km,Coração Eucarístico - Belo Horizonte
Ford Ecosport 2.0 Titanium 16v Flex 4p Automatico,55.900,2015,52.000 Km,Coração Eucarístico - Belo Horizonte
Nissan March 1.6 16v Sl 5p,42.900,2015,52.000 Km,Coração Eucarístico - Belo Horizonte
Volkswagen Fox 1.6 Mi 8v Flex 4p Manual,39.900,2014,52.000 Km,Coração Eucarístico - Belo Horizonte
Ford Ka 1.0 Sel Flex 4p,39.900,2015,52.000 Km,Coração Eucarístico - Belo Horizonte
Ford Ka 1.0 Se Flex 5p,41.900,2018,52.000 Km,Coração Eucarístico - Belo Horizonte
Hyundai Tucson 2.0 Mpfi Gls 16v 143cv 2wd Flex 4p Automático,58.900,2014,52.000 Km,Coração Eucarístico - Belo Horizonte
Renault Duster 1.6 16v Expression Sce X-tronic 5p,74.900,2020,52.000 Km,Coração Eucarístico - Belo Horizonte
Volkswagen Jetta 2.0 Trendline Flex 4p,62.900,2015,52.000 Km,Coração Eucarístico - Belo Horizonte
Volkswagen Voyage 1.0 Trendline Total Flex 4p,35.900,2016,52.000 Km,Coração Eucarístico - Belo Horizonte
Audi Q5 2.0 Tfsi,185.000,2019,52.000 Km,Coração Eucarístico - Belo Horizonte
Nissan March S 1.0 12v Flex 5p,40.900,2018,52.000 Km,Coração Eucarístico - Belo Horizonte
Chevrolet Onix 1.0 Mpfi Joy 8v Flex 4p Manual,49.900,2019,52.000 Km,Coração Eucarístico - Belo Horizonte
Chevrolet Onix 1.0 Flex Lt Manual,59.900,2020,52.000 Km,Coração Eucarístico - Belo Horizonte
Chevrolet Cruze 1.8 Lt 16v Flex 4p Manual,65.800,2014,52.000 Km,Coração Eucarístico - Belo Horizonte
Jeep Compass 2.0 Longitude Flex Aut. 5p,114.000,2021,52.000 Km,Coração Eucarístico - Belo Horizonte
Nissan March Sv 1.6 16v Flexstart 5p Aut.,53.900,2017,52.000 Km,Coração Eucarístico - Belo Horizonte
Jeep Renegade 2.0 Trailhawk 4x4 Aut. 5p,89.900,2016,52.000 Km,Coração Eucarístico - Belo Horizonte
Volkswagen Gol 1.0 Mi City 8v Flex 4p Manual,34.900,2014,52.000 Km,Coração Eucarístico - Belo Horizonte
Mitsubishi L200 Triton Gls 2.4 Turbo,154.360,2023,52.000 Km,Coração Eucarístico - Belo Horizonte
Citroën C3 Glx 1.4 8v Flex 4p,27.900,2012,52.000 Km,Coração Eucarístico - Belo Horizonte
Volkswagen Fox 1.6 Mi 8v Flex 4p Manual,34.990,2011,52.000 Km,Coração Eucarístico - Belo Horizonte
Volvo Xc60 2.0 T5 Gasolina Momentum Awd Geartronic,169.990,2019,52.000 Km,Coração Eucarístico - Belo Horizonte
Fiat Palio 1.4 Mpi Attractive 8v Flex 4p Manual,35.799,2014,52.000 Km,Coração Eucarístico - Belo Horizonte
Fiat Mobi 1.0 Evo Flex Like. Manual,46.900,2020,52.000 Km,Coração Eucarístico - Belo Horizonte
Jeep Renegade 2.0 16v Turbo Diesel Trailhawk 4p 4x4 Automático,89.900,2016,52.000 Km,Coração Eucarístico - Belo Horizonte
Mitsubishi Asx Asx 2.0 Cvt,79.900,2016,52.000 Km,Coração Eucarístico - Belo Horizonte
Volkswagen Gol 1.0 Mi Special 8v Flex 4p Manual,46.990,2016,52.000 Km,Coração Eucarístico - Belo Horizonte
Chevrolet Onix 1.0 Mpfi Joy 8v Flex 4p Manual,45.990,2018,52.000 Km,Coração Eucarístico - Belo Horizonte
Mercedes-benz Gla Ff,136.900,2019,52.000 Km,Coração Eucarístico - Belo Horizonte
Ford Fiesta 1.0 Rocam Hatch 8v Flex 4p Manual,30.900,2014,52.000 Km,Coração Eucarístico - Belo Horizonte
Chevrolet Tracker 1.2 Premier Turbo Aut. 5p,112.900,2021,52.000 Km,Coração Eucarístico - Belo Horizonte
Fiat Argo 1.0,61.170,2022,52.000 Km,Coração Eucarístico - Belo Horizonte
Fiat Uno 1.0 Evo Vivace 8v Flex 2p Manual,24.999,2014,52.000 Km,Coração Eucarístico - Belo Horizonte
Peugeot 208 1.5 Active Pack 8v Flex 4p Manual,43.900,2015,52.000 Km,Coração Eucarístico - Belo Horizonte
Chevrolet Onix 1.0 Flex Lt Manual,70.990,2023,52.000 Km,Coração Eucarístico - Belo Horizonte
Honda Fit 1.5 Lx 16v Flex 4p Automático,62.990,2015,52.000 Km,Coração Eucarístico - Belo Horizonte
Volkswagen Voyage 1.6 Mi Trend 8v Flex 4p Manual,32.500,2011,52.000 Km,Coração Eucarístico - Belo Horizonte
Chevrolet Onix Plus 1.0 Ltz Turbo Aut. 4p Automática,84.800,2022,52.000 Km,Coração Eucarístico - Belo Horizonte
Volkswagen Touareg 4.2 Fsi V8 32v Gasolina 4p Tiptronic,112.900,2014,52.000 Km,Coração Eucarístico - Belo Horizonte
Fiat Siena 1.0 Mpi El 8v Flex 4p Manual,25.900,2010,52.000 Km,Coração Eucarístico - Belo Horizonte
Ford Ecosport 1.5 Ti-vct Flex Se Direct Automático,73.900,2020,52.000 Km,Coração Eucarístico - Belo Horizonte
Chevrolet Prisma 1.4 Mpfi Lt 8v Flex 4p Manual,33.900,2012,52.000 Km,Coração Eucarístico - Belo Horizonte
Citroën C3 1.5 Attraction 8v Flex 4p Manual,41.900,2015,101.969 Km,Amoroso Costa - Uberaba
Audi Q3 1.4 35 Tfsi Gasolina Prestige S Tronic,169.900,2020,101.969 Km,Amoroso Costa - Uberaba
Chevrolet Onix Plus 1.0 Ltz Turbo Aut. 4p 6 Marchas,81.900,2021,101.969 Km,Amoroso Costa - Uberaba
Chevrolet Tracker 1.2 Turbo Flex Premier Automático,114.900,2020,101.969 Km,Amoroso Costa - Uberaba
Nissan Kicks 1.6 Advance 16v Cvt 5p,104.000,2023,101.969 Km,Amoroso Costa - Uberaba
Chevrolet Onix Sedan Plus Ltz 1.0 12v Tb Flex Aut.,85.900,2023,101.969 Km,Amoroso Costa - Uberaba
Jeep Compass Long. Td 350 2.0 4x4 Diesel Aut.,149.900,2022,101.969 Km,Amoroso Costa - Uberaba
Ford Ka 1.0 Ti-vct Flex Se Manual,43.900,2020,101.969 Km,Amoroso Costa - Uberaba
Citroën C3 1.4 I Glx 8v Flex 4p Manual,26.990,2012,101.969 Km,Amoroso Costa - Uberaba
Mitsubishi Asx 2.0 4x2 16v Gasolina 4p Automático,72.900,2016,101.969 Km,Amoroso Costa - Uberaba
Ford Fiesta 1.0 Flex 5p,28.900,2014,101.969 Km,Amoroso Costa - Uberaba
Mitsubishi Asx 2.0 4x4 Awd 16v Gasolina 4p Automático,71.900,2015,101.969 Km,Amoroso Costa - Uberaba
Volkswagen Touareg 3.6 V6 Fsi 5p,98.000,2007,101.969 Km,Amoroso Costa - Uberaba
Ford Fiesta 1.6 16v Titanium Flex Powershift 5p,52.900,2016,101.969 Km,Amoroso Costa - Uberaba
Volvo Xc60 2.4 D5 Kinetic Diesel Awd 4p Automático,106.900,2017,101.969 Km,Amoroso Costa - Uberaba
Hyundai Tucson 2.0 Mpfi Gls 16v 143cv 2wd Flex 4p Automático,79.900,2018,101.969 Km,Amoroso Costa - Uberaba
Volkswagen Crossfox 1.6 Mi 8v Flex 4p Automatizado,52.900,2015,101.969 Km,Amoroso Costa - Uberaba
Fiat 500 1.4 Cult 8v Flex 2p Automatizado,51.500,2015,101.969 Km,Amoroso Costa - Uberaba
Citroën C3 1.4 8v Glx Flex 5p,21.900,2012,101.969 Km,Amoroso Costa - Uberaba
Toyota Etios Sedán 1.5 X Plus 16v 4p,63.900,2020,101.969 Km,Amoroso Costa - Uberaba
Suzuki Jimny 1.5 Gasolina Sierra 4style 4x4  Automático,139.900,2020,101.969 Km,Amoroso Costa - Uberaba
Renault Kwid 1.0 12v Zen Sce 5p,39.900,2019,101.969 Km,Amoroso Costa - Uberaba
Land Rover Discovery Sport 2.0 16v Si4 Turbo Gasolina Hse 4p Automático,109.990,2016,101.969 Km,Amoroso Costa - Uberaba
Chevrolet Onix 1.4 Lt 5p,51.900,2017,101.969 Km,Amoroso Costa - Uberaba
Ford Ka 1.0 Se Flex 4p,49.900,2020,101.969 Km,Amoroso Costa - Uberaba
Mitsubishi Asx 2.0 4x2 16v Gasolina 4p Automático,75.890,2016,101.969 Km,Amoroso Costa - Uberaba
Jeep Renegade 1.8 16v Flex 4p Manual,64.990,2016,101.969 Km,Amoroso Costa - Uberaba
Nissan Versa 1.6 Sl 16v Flex 4p Manual,43.990,2014,101.969 Km,Amoroso Costa - Uberaba
Honda Hr-v 1.8 16v Flex Exl 4p Automático,113.890,2020,101.969 Km,Amoroso Costa - Uberaba
Ford Ka+ 1.0 Se Flex 4p,49.900,2020,101.969 Km,Amoroso Costa - Uberaba
Land Rover Discovery Sport 2.0 16v Td4 Turbo Diesel Se 4p Automático,139.900,2019,101.969 Km,Amoroso Costa - Uberaba
Chevrolet Onix 1.0 Mpfi Joy 8v Flex 4p Manual,45.900,2017,101.969 Km,Amoroso Costa - Uberaba
Fiat Mobi 1.0 Way Flex 5p,48.900,2018,101.969 Km,Amoroso Costa - Uberaba
Fiat Grand Siena 1.6 Mpi Essence 16v Flex 4p Manual,48.990,2015,101.969 Km,Amoroso Costa - Uberaba
Jeep Renegade 2.0 16v Turbo Diesel Longitude 4p 4x4 Automático,102.990,2020,101.969 Km,Amoroso Costa - Uberaba
Peugeot 207 1.6 16v Xs Flex Aut. 5p,22.900,2011,101.969 Km,Amoroso Costa - Uberaba
Ford Fiesta 1.0 Rocam S Flex 5p,32.800,2014,101.969 Km,Amoroso Costa - Uberaba
Volkswagen Fox 1.6 Mi Rock In Rio 8v Flex 4p Manual,54.900,2016,101.969 Km,Amoroso Costa - Uberaba
Volkswagen Passat 2.0 Fsi Comfortline 16v Turbo Gasolina 4p Tiptronic,47.900,2009,101.969 Km,Amoroso Costa - Uberaba
Kia Picanto 1.0 Ex 12v Flex 4p Manual,24.990,2010,101.969 Km,Amoroso Costa - Uberaba
Ford Ecosport 1.5 Freestyle Flex Aut. 5p,79.990,2020,101.969 Km,Amoroso Costa - Uberaba
Hyundai Hb20s Hyundahb20s 1.6a Comf,67.900,2018,101.969 Km,Amoroso Costa - Uberaba
Jeep Renegade 1.8 Longitude Flex Aut. 5p,82.990,2020,101.969 Km,Amoroso Costa - Uberaba
Mercedes-benz C200 1.8 Cgi Avantgarde 16v Gasolina 4p Automático,74.900,2012,101.969 Km,Amoroso Costa - Uberaba
Peugeot 207 1.4 Active Flex 5p,27.990,2014,101.969 Km,Amoroso Costa - Uberaba
Fiat Mobi 1.0 Evo Flex Like. Manual,44.900,2020,101.969 Km,Amoroso Costa - Uberaba
Jeep Renegade 2.0 16v Turbo Diesel Longitude 4p 4x4 Automático,88.900,2019,101.969 Km,Amoroso Costa - Uberaba
Fiat Argo 1.0,61.170,2022,101.969 Km,Amoroso Costa - Uberaba
