descricao;preco;ano;km_rodado;localizacao
Renault Sandero 1.0 12v Expression Sce 5p;40.000;2019;92.656 Km;Jardim Cidade - Betim
Peugeot 2008 Allure At;57.900;2017;87.000 Km;Ipiranga - Belo Horizonte
Jaguar E-pace Jag Epace P250 Std;185.990;2018;87.000 Km;Ipiranga - Belo Horizonte
Audi S6 4.0 Limo V8 32v Gasolina 4p S-tronic;239.900;2014;87.000 Km;Ipiranga - Belo Horizonte
Hyundai Tucson Glsb Automático Flex;59.900;2015;87.000 Km;Ipiranga - Belo Horizonte
Ford Ka 1.0 Ti-vct Flex Se Manual;39.900;2016;87.000 Km;Ipiranga - Belo Horizonte
Volkswagen Fox 1.0 Tec Total Flex 5p;40.000;2014;87.000 Km;Ipiranga - Belo Horizonte
Volkswagen Fox 1.6 Vht Trend Total Flex 5p;39.900;2013;87.000 Km;Ipiranga - Belo Horizonte
Jeep Compass Longitude 2.0 4x4 Dies. 16v Aut;99.900;2017;87.000 Km;Ipiranga - Belo Horizonte
Chevrolet Cruze Sedan 1.8 Lt Ecotec 6 Aut. 4p;51.200;2012;87.000 Km;Ipiranga - Belo Horizonte
Fiat Fiorino Furgão 1.4 Hard Working Flex 4p;64.900;2019;87.000 Km;Ipiranga - Belo Horizonte
Mercedes-benz Glc 250 2.0 Cgi Gasolina Coupé 4matic 9g-tronic;264.900;2018;87.000 Km;Ipiranga - Belo Horizonte
Chevrolet Onix 1.0 Lt 5p;42.900;2015;87.000 Km;Ipiranga - Belo Horizonte
Mitsubishi Asx 2.0 4x2 16v Flex 4p Automático;89.900;2018;87.000 Km;Ipiranga - Belo Horizonte
Hyundai Ix35 2.0 16v Flex 4p Automático;78.900;2016;87.000 Km;Ipiranga - Belo Horizonte
Hyundai Tucson 2.0 Mpfi Gls 16v 143cv 2wd Flex 4p Automático;63.900;2016;87.000 Km;Ipiranga - Belo Horizonte
Nissan Kicks 1.6 16v Flexstart Sl 4p Xtronic;94.900;2020;87.000 Km;Ipiranga - Belo Horizonte
Renault Sandero 1.6 Expression 8v Flex 4p Manual;42.900;2015;87.000 Km;Ipiranga - Belo Horizonte
Mitsubishi Asx 2.0 4x2 16v Gasolina 4p Automático;79.900;2016;87.000 Km;Ipiranga - Belo Horizonte
Ford Ecosport 1.5 Ti-vct Flex Se Automático;77.800;2020;87.000 Km;Ipiranga - Belo Horizonte
Jeep Compass 2.0 16v Flex Longitude Automático;107.000;2020;87.000 Km;Ipiranga - Belo Horizonte
Ford Fiesta 1.0 Flex 5p;29.900;2014;87.000 Km;Ipiranga - Belo Horizonte
Volkswagen Gol 1.0 12v Mpi Totalflex 4p Manual;52.900;2022;87.000 Km;Ipiranga - Belo Horizonte
Fiat Cronos 1.8 Precision 16v Flex Aut. 4p;66.900;2019;87.000 Km;Ipiranga - Belo Horizonte
Bmw X1 2.0 16v Turbo Activeflex Sdrive20i 4p Automático;124.900;2017;87.000 Km;Ipiranga - Belo Horizonte
Jeep Compass 2.0 16v Diesel Longitude 4x4 Automático;114.900;2019;87.000 Km;Ipiranga - Belo Horizonte
Volkswagen T-cross 1.0 200 Tsi Total Flex Comfortline Automático;100.900;2020;87.000 Km;Ipiranga - Belo Horizonte
Honda Hr-v Hr-v Ex Cvt;88.900;2017;87.000 Km;Ipiranga - Belo Horizonte
Fiat Uno 1.4 Way 8v Flex 4p Manual;38.900;2012;87.000 Km;Ipiranga - Belo Horizonte
Chevrolet Onix 1.0 Mpfi Joy 8v Flex 4p Manual;53.990;2020;87.000 Km;Ipiranga - Belo Horizonte
Ford Ka 1.0 Se Flex 4p;51.000;2020;87.000 Km;Ipiranga - Belo Horizonte
Chevrolet Onix 1.0 Lt 5p;39.900;2014;87.000 Km;Ipiranga - Belo Horizonte
Volkswagen Fox 1.0 Mi 8v Flex 4p Manual;34.900;2011;87.000 Km;Ipiranga - Belo Horizonte
Volkswagen Tiguan Allspace Comfortline;122.900;2018;87.000 Km;Ipiranga - Belo Horizonte
Fiat Uno 1.0 Evo Vivace 8v Flex 4p Manual;37.900;2015;87.000 Km;Ipiranga - Belo Horizonte
Volkswagen Gol 1.0;30.900;2011;87.000 Km;Ipiranga - Belo Horizonte
Volkswagen Gol 1.0;28.900;2011;87.000 Km;Ipiranga - Belo Horizonte
Hyundai Hb20 1.6 Comfort Style 16v Flex 4p Manual;47.990;2014;87.000 Km;Ipiranga - Belo Horizonte
Ford Focus 2.0 Se Sedan 16v Flex 4p Powershift;53.900;2014;87.000 Km;Ipiranga - Belo Horizonte
Volkswagen Up! 1.0 Move 5p;41.000;2015;87.000 Km;Ipiranga - Belo Horizonte
Ford Fiesta 1.6 16v Titanium Flex Powershift 5p;53.900;2016;87.000 Km;Ipiranga - Belo Horizonte
Volkswagen Gol Novo  1.6 City;39.990;2014;87.000 Km;Ipiranga - Belo Horizonte
Hyundai Creta 2.0 16v Flex Sport Automático;88.900;2018;87.000 Km;Ipiranga - Belo Horizonte
Bmw X1 Sdrive 20i 2.0/2.0 Tb Acti.flex Aut.;89.980;2014;87.000 Km;Ipiranga - Belo Horizonte
Fiat Punto 1.4 Attractive Flex 5p;43.900;2015;87.000 Km;Ipiranga - Belo Horizonte
Jeep Renegade 2.0 Longitude 4x4 Aut. 5p;90.000;2018;87.000 Km;Ipiranga - Belo Horizonte
Renault Duster 1.6 Dynamique 4x2 16v Flex 4p Manual;54.900;2014;87.000 Km;Ipiranga - Belo Horizonte
Volkswagen Voyage 1.0 12v Total Flex 4p;56.990;2023;87.000 Km;Ipiranga - Belo Horizonte
Ford Ecosport Fsl 1.6;55.900;2015;87.000 Km;Ipiranga - Belo Horizonte
Ford Focus 2.0 Se Flex Powershift 5p;50.000;2015;150.000 Km;Ibirité
Ford Ka 1.5 Ti-vct Flex Se Manual;53.900;2020;150.000 Km;Ibirité
Ford Ecosport 2.0 Titanium Plus 16v Flex 4p Powershift;49.990;2014;150.000 Km;Ibirité
Fiat Toro 1.8 Endurance 16v Flex 4x2 4p;89.900;2020;150.000 Km;Ibirité
Ford Ecosport 2.0 Titanium 16v Flex 4p Automatico;55.900;2015;150.000 Km;Ibirité
Nissan March 1.6 16v Sl 5p;42.900;2015;150.000 Km;Ibirité
Volkswagen Fox 1.6 Mi 8v Flex 4p Manual;39.900;2014;150.000 Km;Ibirité
Ford Ka 1.0 Sel Flex 4p;39.900;2015;150.000 Km;Ibirité
Ford Ka 1.0 Se Flex 5p;41.900;2018;150.000 Km;Ibirité
Hyundai Tucson 2.0 Mpfi Gls 16v 143cv 2wd Flex 4p Automático;58.900;2014;150.000 Km;Ibirité
Renault Duster 1.6 16v Expression Sce X-tronic 5p;74.900;2020;150.000 Km;Ibirité
Volkswagen Jetta 2.0 Trendline Flex 4p;62.900;2015;150.000 Km;Ibirité
Volkswagen Voyage 1.0 Trendline Total Flex 4p;35.900;2016;150.000 Km;Ibirité
Audi Q5 2.0 Tfsi;185.000;2019;150.000 Km;Ibirité
Volkswagen Gol 1.0 Mi 8v Flex 4p Manual G.v;29.900;2013;150.000 Km;Ibirité
Nissan March S 1.0 12v Flex 5p;40.900;2018;150.000 Km;Ibirité
Chevrolet Onix 1.0 Mpfi Joy 8v Flex 4p Manual;49.900;2019;150.000 Km;Ibirité
Chevrolet Onix 1.0 Flex Lt Manual;59.900;2020;150.000 Km;Ibirité
Chevrolet Cruze 1.8 Lt 16v Flex 4p Manual;65.800;2014;150.000 Km;Ibirité
Jeep Compass 2.0 Longitude Flex Aut. 5p;114.000;2021;150.000 Km;Ibirité
Nissan March Sv 1.6 16v Flexstart 5p Aut.;53.900;2017;150.000 Km;Ibirité
Jeep Renegade 2.0 Trailhawk 4x4 Aut. 5p;89.900;2016;150.000 Km;Ibirité
Volkswagen Gol 1.0 Mi City 8v Flex 4p Manual;34.900;2014;150.000 Km;Ibirité
Mitsubishi L200 Triton Gls 2.4 Turbo;154.360;2023;150.000 Km;Ibirité
Citroën C3 Glx 1.4 8v Flex 4p;27.900;2012;150.000 Km;Ibirité
Volkswagen Fox 1.6 Mi 8v Flex 4p Manual;34.990;2011;150.000 Km;Ibirité
Volvo Xc60 2.0 T5 Gasolina Momentum Awd Geartronic;169.990;2019;150.000 Km;Ibirité
Fiat Palio 1.4 Mpi Attractive 8v Flex 4p Manual;35.799;2014;150.000 Km;Ibirité
Fiat Mobi 1.0 Evo Flex Like. Manual;46.900;2020;150.000 Km;Ibirité
Jeep Renegade 2.0 16v Turbo Diesel Trailhawk 4p 4x4 Automático;89.900;2016;150.000 Km;Ibirité
Mitsubishi Asx Asx 2.0 Cvt;79.900;2016;150.000 Km;Ibirité
Volkswagen Gol 1.0 Mi Special 8v Flex 4p Manual;46.990;2016;150.000 Km;Ibirité
Chevrolet Onix 1.0 Mpfi Joy 8v Flex 4p Manual;45.990;2018;150.000 Km;Ibirité
Mercedes-benz Gla Ff;136.900;2019;150.000 Km;Ibirité
Ford Fiesta 1.0 Rocam Hatch 8v Flex 4p Manual;30.900;2014;150.000 Km;Ibirité
Chevrolet Tracker 1.2 Premier Turbo Aut. 5p;112.900;2021;150.000 Km;Ibirité
Fiat Argo 1.0;61.170;2022;150.000 Km;Ibirité
Fiat Uno 1.0 Evo Vivace 8v Flex 2p Manual;24.999;2014;150.000 Km;Ibirité
Peugeot 208 1.5 Active Pack 8v Flex 4p Manual;43.900;2015;150.000 Km;Ibirité
Chevrolet Onix 1.0 Flex Lt Manual;70.990;2023;150.000 Km;Ibirité
Honda Fit 1.5 Lx 16v Flex 4p Automático;62.990;2015;150.000 Km;Ibirité
Volkswagen Voyage 1.6 Mi Trend 8v Flex 4p Manual;32.500;2011;150.000 Km;Ibirité
Chevrolet Onix Plus 1.0 Ltz Turbo Aut. 4p Automática;84.800;2022;150.000 Km;Ibirité
Volkswagen Touareg 4.2 Fsi V8 32v Gasolina 4p Tiptronic;112.900;2014;150.000 Km;Ibirité
Fiat Siena 1.0 Mpi El 8v Flex 4p Manual;25.900;2010;150.000 Km;Ibirité
Ford Ecosport 1.5 Ti-vct Flex Se Direct Automático;73.900;2020;150.000 Km;Ibirité
Chevrolet Prisma 1.4 Mpfi Lt 8v Flex 4p Manual;33.900;2012;150.000 Km;Ibirité
Citroën C3 1.5 Attraction 8v Flex 4p Manual;41.900;2015;150.000 Km;Ibirité
Audi Q3 1.4 35 Tfsi Gasolina Prestige S Tronic;169.900;2020;29.780 Km;Belo Horizonte
Chevrolet Onix Plus 1.0 Ltz Turbo Aut. 4p 6 Marchas;81.900;2021;29.780 Km;Belo Horizonte
Chevrolet Tracker 1.2 Turbo Flex Premier Automático;114.900;2020;29.780 Km;Belo Horizonte
Nissan Kicks 1.6 Advance 16v Cvt 5p;104.000;2023;29.780 Km;Belo Horizonte
Chevrolet Onix Sedan Plus Ltz 1.0 12v Tb Flex Aut.;85.900;2023;29.780 Km;Belo Horizonte
Jeep Compass Long. Td 350 2.0 4x4 Diesel Aut.;149.900;2022;29.780 Km;Belo Horizonte
Ford Ka 1.0 Ti-vct Flex Se Manual;43.900;2020;29.780 Km;Belo Horizonte
Citroën C3 1.4 I Glx 8v Flex 4p Manual;26.990;2012;29.780 Km;Belo Horizonte
Volkswagen Voyage Novo  Cl Mcv;47.900;2017;29.780 Km;Belo Horizonte
Mitsubishi Asx 2.0 4x2 16v Gasolina 4p Automático;72.900;2016;29.780 Km;Belo Horizonte
Ford Fiesta 1.0 Flex 5p;28.900;2014;29.780 Km;Belo Horizonte
Mitsubishi Asx 2.0 4x4 Awd 16v Gasolina 4p Automático;71.900;2015;29.780 Km;Belo Horizonte
Volkswagen Touareg 3.6 V6 Fsi 5p;98.000;2007;29.780 Km;Belo Horizonte
Ford Fiesta 1.6 16v Titanium Flex Powershift 5p;52.900;2016;29.780 Km;Belo Horizonte
Volvo Xc60 2.4 D5 Kinetic Diesel Awd 4p Automático;106.900;2017;29.780 Km;Belo Horizonte
Hyundai Tucson 2.0 Mpfi Gls 16v 143cv 2wd Flex 4p Automático;79.900;2018;29.780 Km;Belo Horizonte
Volkswagen Crossfox 1.6 Mi 8v Flex 4p Automatizado;52.900;2015;29.780 Km;Belo Horizonte
Fiat 500 1.4 Cult 8v Flex 2p Automatizado;51.500;2015;29.780 Km;Belo Horizonte
Citroën C3 1.4 8v Glx Flex 5p;21.900;2012;29.780 Km;Belo Horizonte
Toyota Etios Sedán 1.5 X Plus 16v 4p;63.900;2020;29.780 Km;Belo Horizonte
Suzuki Jimny 1.5 Gasolina Sierra 4style 4x4  Automático;139.900;2020;29.780 Km;Belo Horizonte
Renault Kwid 1.0 12v Zen Sce 5p;39.900;2019;29.780 Km;Belo Horizonte
Land Rover Discovery Sport 2.0 16v Si4 Turbo Gasolina Hse 4p Automático;109.990;2016;29.780 Km;Belo Horizonte
Chevrolet Onix 1.4 Lt 5p;51.900;2017;29.780 Km;Belo Horizonte
Ford Ka 1.0 Se Flex 4p;49.900;2020;29.780 Km;Belo Horizonte
Mitsubishi Asx 2.0 4x2 16v Gasolina 4p Automático;75.890;2016;29.780 Km;Belo Horizonte
Jeep Renegade 1.8 16v Flex 4p Manual;64.990;2016;29.780 Km;Belo Horizonte
Nissan Versa 1.6 Sl 16v Flex 4p Manual;43.990;2014;29.780 Km;Belo Horizonte
Honda Hr-v 1.8 16v Flex Exl 4p Automático;113.890;2020;29.780 Km;Belo Horizonte
Ford Ka+ 1.0 Se Flex 4p;49.900;2020;29.780 Km;Belo Horizonte
Land Rover Discovery Sport 2.0 16v Td4 Turbo Diesel Se 4p Automático;139.900;2019;29.780 Km;Belo Horizonte
Chevrolet Onix 1.0 Mpfi Joy 8v Flex 4p Manual;45.900;2017;29.780 Km;Belo Horizonte
Fiat Mobi 1.0 Way Flex 5p;48.900;2018;29.780 Km;Belo Horizonte
Fiat Grand Siena 1.6 Mpi Essence 16v Flex 4p Manual;48.990;2015;29.780 Km;Belo Horizonte
Jeep Renegade 2.0 16v Turbo Diesel Longitude 4p 4x4 Automático;102.990;2020;29.780 Km;Belo Horizonte
Peugeot 207 1.6 16v Xs Flex Aut. 5p;22.900;2011;29.780 Km;Belo Horizonte
Ford Fiesta 1.0 Rocam S Flex 5p;32.800;2014;29.780 Km;Belo Horizonte
Volkswagen Fox 1.6 Mi Rock In Rio 8v Flex 4p Manual;54.900;2016;29.780 Km;Belo Horizonte
Volkswagen Passat 2.0 Fsi Comfortline 16v Turbo Gasolina 4p Tiptronic;47.900;2009;29.780 Km;Belo Horizonte
Kia Picanto 1.0 Ex 12v Flex 4p Manual;24.990;2010;29.780 Km;Belo Horizonte
Ford Ecosport 1.5 Freestyle Flex Aut. 5p;79.990;2020;29.780 Km;Belo Horizonte
Hyundai Hb20s Hyundahb20s 1.6a Comf;67.900;2018;29.780 Km;Belo Horizonte
Jeep Renegade 1.8 Longitude Flex Aut. 5p;82.990;2020;29.780 Km;Belo Horizonte
Mercedes-benz C200 1.8 Cgi Avantgarde 16v Gasolina 4p Automático;74.900;2012;29.780 Km;Belo Horizonte
Peugeot 207 1.4 Active Flex 5p;27.990;2014;29.780 Km;Belo Horizonte
Fiat Mobi 1.0 Evo Flex Like. Manual;44.900;2020;29.780 Km;Belo Horizonte
Jeep Renegade 2.0 16v Turbo Diesel Longitude 4p 4x4 Automático;88.900;2019;29.780 Km;Belo Horizonte
Fiat Argo 1.0;61.170;2022;29.780 Km;Belo Horizonte
Toyota Corolla 2.0 16v Xei Flex Multi-drive S 4p;98.900;2018;85.000 Km;Brasil - Uberlândia
Honda Hr-v Hr-v Exl Cvt;88.900;2016;85.000 Km;Brasil - Uberlândia
Renault Sandero 1.6 Dynamique Hi-power 5p;32.500;2016;85.000 Km;Brasil - Uberlândia
Mitsubishi Lancer 2.0 16v Gasolina 4p Automático;59.900;2014;85.000 Km;Brasil - Uberlândia
Renault Sandero 1.0 12v Sce Flex Life Manual;48.790;2020;85.000 Km;Brasil - Uberlândia
Mitsubishi Outlander 2.0 Comfort 16v Gasolina 4p Automático;116.900;2018;85.000 Km;Brasil - Uberlândia
Ford Ka 1.5 Se Plus Flex 4p;59.900;2020;85.000 Km;Brasil - Uberlândia
Honda Hr-v Hr-v Lx Cvt;85.900;2017;85.000 Km;Brasil - Uberlândia
Fiat Uno 1.0 Evo Way 8v Flex 4p Manual;38.900;2012;85.000 Km;Brasil - Uberlândia
Volkswagen Gol 1.0 12v Mpi Totalflex 4p Manual;43.990;2020;85.000 Km;Brasil - Uberlândia
Volkswagen T-cross 1.4 250 Tsi Total Flex Highline Automático;106.500;2020;85.000 Km;Brasil - Uberlândia
Renault Sandero 1.6 16v Sce Flex Gt Line Manual;45.990;2017;85.000 Km;Brasil - Uberlândia
Volkswagen Fox 1.6 Vht Prime Total Flex 5p;34.900;2011;85.000 Km;Brasil - Uberlândia
Ford Fiesta 1.6 Mpi Class Hatch 8v Flex 4p Manual;30.900;2011;85.000 Km;Brasil - Uberlândia
Fiat Mobi 1.0 Like Flex 5p;42.900;2017;85.000 Km;Brasil - Uberlândia
Chevrolet Onix 1.0 Lt 2 5p;62.900;2021;85.000 Km;Brasil - Uberlândia
Toyota Corolla 2.0 Dynamic 16v Flex 4p Automático;91.900;2017;85.000 Km;Brasil - Uberlândia
Renault Sandero 1.0 Life 12v 5p;47.900;2020;85.000 Km;Brasil - Uberlândia
Fiat Punto 1.6 Essence 16v Flex 4p Manual;39.990;2013;85.000 Km;Brasil - Uberlândia
Jeep Renegade 2.0 Sport 4x4 Aut. 5p;82.900;2016;85.000 Km;Brasil - Uberlândia
Chevrolet Onix 1.0 Mpfi Lt 8v Flex 4p Manual;47.900;2016;85.000 Km;Brasil - Uberlândia
Renault Clio 1.0 Expression 16v Flex 4p Manual;32.900;2016;85.000 Km;Brasil - Uberlândia
Hyundai Hb20 1.0 Unique 12v Flex 4p Manual;54.900;2019;85.000 Km;Brasil - Uberlândia
Ford Focus 2.0 Glx Sedan 16v Flex 4p Automático;44.900;2013;85.000 Km;Brasil - Uberlândia
Ford Ka 1.0 Ti-vct Flex Se Plus Sedan Manual;52.900;2020;85.000 Km;Brasil - Uberlândia
Ford Ecosport 2.0 Se 16v Flex 4p Powershift;59.900;2017;85.000 Km;Brasil - Uberlândia
Chevrolet Onix 1.4 Mpfi Ltz 8v Flex 4p Manual;62.900;2017;85.000 Km;Brasil - Uberlândia
Toyota Corolla 1.8 Altis Hybrid Premium Cvt;138.900;2020;85.000 Km;Brasil - Uberlândia
Chevrolet Cobalt 1.4 Sfi Lt 8v Flex 4p Manual;42.900;2012;85.000 Km;Brasil - Uberlândia
Peugeot 5008 1.6 Griffe Pack Thp 16v Gasolina 4p Automático;119.900;2019;85.000 Km;Brasil - Uberlândia
Chevrolet Cruze Sedan 1.8 Lt Ecotec 6 Aut. 4p;45.000;2012;85.000 Km;Brasil - Uberlândia
Ford Ka Flex 1.0 8v 2p;29.900;2013;85.000 Km;Brasil - Uberlândia
Renault Duster 1.6 16v Expression Hi-flex 5p;54.900;2015;85.000 Km;Brasil - Uberlândia
Hyundai Creta 2.0 16v Flex Sport Automático;87.900;2018;85.000 Km;Brasil - Uberlândia
Peugeot 208 1.6 Premier 16v Flex 4p Manual;45.990;2014;85.000 Km;Brasil - Uberlândia
Volkswagen Gol 1.6l Mb5;43.900;2019;85.000 Km;Brasil - Uberlândia
Renault Sandero 1.0 12v Sce Flex Life Manual;47.590;2020;85.000 Km;Brasil - Uberlândia
Renault Logan 1.6 16v Sce Flex Expression 4p Manual;38.990;2017;85.000 Km;Brasil - Uberlândia
Peugeot 207 1.4 Xr Sport 8v Flex 4p Manual;21.990;2010;85.000 Km;Brasil - Uberlândia
Chevrolet Prisma 1.4 Mpfi Lt 8v Flex 4p Manual;50.000;2015;85.000 Km;Brasil - Uberlândia
Jeep Compass 2.0 Longitude Aut. 5p;111.990;2018;85.000 Km;Brasil - Uberlândia
Jeep Renegade 2.0 Longitude 4x4 Aut. 5p;96.900;2018;85.000 Km;Brasil - Uberlândia
Kia Picanto 1.0 Ex 12v Gasolina 4p Manual;32.990;2011;85.000 Km;Brasil - Uberlândia
Volkswagen Gol 1.6 Mi Trendline 8v Flex 4p Manual;42.990;2015;85.000 Km;Brasil - Uberlândia
Fiat Linea 1.8 16v Absolute Flex Dualogic 4p;31.900;2013;85.000 Km;Brasil - Uberlândia
Jeep Compass 2.0 Limited 4x4 Aut. 5p;113.900;2018;85.000 Km;Brasil - Uberlândia
Hyundai Ix35 2.0 Gls 2wd Flex Aut. 5p;79.900;2017;85.000 Km;Brasil - Uberlândia
Volkswagen Gol 1.6 Vht Trend Total Flex 5p;32.898;2011;85.000 Km;Brasil - Uberlândia
Volkswagen T-cross 1.0 Comfortline 200 Tsi Aut. 5p;98.900;2020;104.000 Km;Brasil - Uberlândia
Fiat Argo Drive 1.0 6v Flex;62.980;2022;104.000 Km;Brasil - Uberlândia
Citroën C3 Glx 1.4/ Glx Sonora 1.4 Flex 8v 5p;26.900;2011;104.000 Km;Brasil - Uberlândia
Jeep Compass 2.0 Longitude Flex Aut. 5p;95.900;2017;104.000 Km;Brasil - Uberlândia
Jeep Cherokee 3.2 Limited 4x4 V6 24v Gasolina 4p Automático;92.900;2015;104.000 Km;Brasil - Uberlândia
Ford Ka 1.0 Ti-vct Flex Se Manual;40.900;2019;104.000 Km;Brasil - Uberlândia
Jeep Compass 2.0 16v Flex Night Eagle Automático;97.900;2018;104.000 Km;Brasil - Uberlândia
Citroën C3 1.4 I Exclusive 8v Flex 4p Manual;28.900;2012;104.000 Km;Brasil - Uberlândia
Fiat Siena 1.4 Mpi El 8v Flex 4p Manual;42.900;2016;104.000 Km;Brasil - Uberlândia
Chery Qq 1.0 Mpfi Look 12v Flex 4p Manual;29.900;2018;104.000 Km;Brasil - Uberlândia
Jeep Renegade 2.0 16v Turbo Diesel Trailhawk 4p 4x4 Automático;89.900;2016;104.000 Km;Brasil - Uberlândia
Fiat Palio 1.0 Mpi Attractive 8v Flex 4p Manual;35.900;2015;104.000 Km;Brasil - Uberlândia
Chevrolet Celta 1.0 Lt Flex Power 5p;32.900;2013;104.000 Km;Brasil - Uberlândia
Ford Fiesta 1.0 Rocam Se Flex 5p;31.900;2014;104.000 Km;Brasil - Uberlândia
Kia Sorento 2.4 16v Gasolina Ex Automático;78.900;2015;104.000 Km;Brasil - Uberlândia
Volkswagen Up! 1.0 Mpi Take Up 12v Flex 4p Manual;36.990;2015;104.000 Km;Brasil - Uberlândia
Jeep Renegade 1.8 Longitude Flex Aut. 5p;69.900;2016;104.000 Km;Brasil - Uberlândia
Chevrolet Onix 1.0 Mpfi Lt 8v Flex 4p Manual;48.990;2019;104.000 Km;Brasil - Uberlândia
Chevrolet Cruze 1.8 Lt 16v Flex 4p Automático;49.990;2012;104.000 Km;Brasil - Uberlândia
Ford Ecosport 1.5 Tivct Flex Se Automático;75.900;2020;104.000 Km;Brasil - Uberlândia
Nissan Livina 1.8 Sl Flex Aut. 5p;34.900;2012;104.000 Km;Brasil - Uberlândia
Chevrolet Classic 1.0 Ls Flex Power 4p;32.900;2014;104.000 Km;Brasil - Uberlândia
Ford Fiesta 1.6 Se 5p;30.900;2012;104.000 Km;Brasil - Uberlândia
Bmw X1 2.0 16v Turbo Activeflex Sdrive20i 4p Automático;136.900;2019;104.000 Km;Brasil - Uberlândia
Volkswagen Nivus 1.0 Comfortline 200 Tsi Aut. 5p Marchas;99.000;2021;104.000 Km;Brasil - Uberlândia
Fiat Pulse 1.3 Drive Flex 5p;85.490;2022;104.000 Km;Brasil - Uberlândia
Ford Ecosport 1.6 16v Freestyle Flex Powershift 5p;64.900;2016;104.000 Km;Brasil - Uberlândia
Mercedes-benz Gla 200 1.6 Cgi Flex Advance 7g-dct;125.900;2018;104.000 Km;Brasil - Uberlândia
Volkswagen Gol 1.0 Giv;29.900;2013;104.000 Km;Brasil - Uberlândia
Chevrolet Onix 1.0 Lt 5p;45.900;2016;104.000 Km;Brasil - Uberlândia
Citroën C3 1.5 Tendance 8v Flex 4p Manual;32.990;2014;104.000 Km;Brasil - Uberlândia
Volkswagen Gol 1.0 12v Mpi Totalflex 4p Manual;46.900;2020;104.000 Km;Brasil - Uberlândia
Jeep Renegade 1.8 16v Flex Longitude 4p Automático;65.800;2016;104.000 Km;Brasil - Uberlândia
Ford Fiesta 1.6 Flex;33.900;2013;104.000 Km;Brasil - Uberlândia
Fiat Argo 1.0 Firefly Flex Manual;64.990;2022;104.000 Km;Brasil - Uberlândia
Honda Civic 2.0 16v Flexone Ex 4p Cvt;118.900;2020;104.000 Km;Brasil - Uberlândia
Renault Sandero 1.0 12v Sce Flex Expression Manual;40.990;2019;104.000 Km;Brasil - Uberlândia
Ford Ecosport 1.6 Se 16v Flex 4p Manual;57.990;2017;104.000 Km;Brasil - Uberlândia
Peugeot 2008 Allure 1.6 Flex 16v 5p Aut.;56.900;2017;104.000 Km;Brasil - Uberlândia
Volkswagen Tiguan 2.0 350 Tsi Gasolina Allspace R-line 4motion Dsg;156.990;2019;104.000 Km;Brasil - Uberlândia
Fiat Punto 1.6 16v Essence Flex 5p;32.500;2011;104.000 Km;Brasil - Uberlândia
Hyundai Hb20x 1.6 16v Flex Diamond Automático;88.900;2020;104.000 Km;Brasil - Uberlândia
Jeep Compass Jeep Compass 2.0 Sport 4x2 (aut) (flex);97.900;2019;104.000 Km;Brasil - Uberlândia
Toyota Etios Sedán 1.5 16v X 4p;43.990;2015;104.000 Km;Brasil - Uberlândia
Ford Ka 1.5 Ti-vct Flex Se Plus Manual;58.900;2020;104.000 Km;Brasil - Uberlândia
Hyundai Tucson 2.0 Mpfi Gls 16v 143cv 2wd Flex 4p Automático;55.900;2015;104.000 Km;Brasil - Uberlândia
Nissan March 1.0 Active 16v Flex 4p Manual;39.990;2015;104.000 Km;Brasil - Uberlândia
Fiat Punto 1.4 Attractive Flex 5p;33.900;2011;104.000 Km;Brasil - Uberlândia
Renault Sandero 1.6 Expression Hi-power 5p;38.900;2015;170.000 Km;Jaqueline - Belo Horizonte
Volkswagen Fox 1.0 Vht Sunrise Total Flex 5p;27.900;2010;170.000 Km;Jaqueline - Belo Horizonte
Renault Duster 2.0 Dynamique 4x2 16v Flex 4p Automático;65.900;2016;170.000 Km;Jaqueline - Belo Horizonte
Renault Duster 1.6 Dynamique 4x2 16v Flex 4p Manual;69.900;2017;170.000 Km;Jaqueline - Belo Horizonte
Ford Ka 1.0 Ti-vct Flex Se Sedan Manual;51.700;2020;170.000 Km;Jaqueline - Belo Horizonte
Ford Ecosport 1.5 Ti-vct Flex Se Automático;77.800;2020;170.000 Km;Jaqueline - Belo Horizonte
Volkswagen T-cross 1.4 250 Tsi Total Flex Highline Automático;109.900;2020;170.000 Km;Jaqueline - Belo Horizonte
Ford Focus Sedan 2.0 Glx Aut. 4p;31.900;2009;170.000 Km;Jaqueline - Belo Horizonte
Ford Ka Sel 1.5 Ha B;49.900;2018;170.000 Km;Jaqueline - Belo Horizonte
Chevrolet Onix 1.0 Mpfi Lt 8v Flex 4p Manual;54.900;2019;170.000 Km;Jaqueline - Belo Horizonte
Renault Clio 1.0 Expression 16v Flex 4p Manual;29.900;2014;170.000 Km;Jaqueline - Belo Horizonte
Ford Ecosport 1.6 Freestyle 16v Flex 4p Manual;42.900;2012;170.000 Km;Jaqueline - Belo Horizonte
Kia Picanto 1.0 Ex 12v Flex 4p Manual;45.900;2016;170.000 Km;Jaqueline - Belo Horizonte
Honda Civic 2.0 Lxr Flex Aut. 4p;69.900;2014;170.000 Km;Jaqueline - Belo Horizonte
Honda Hr-v 1.8 Ex Flex Aut. 5p;87.900;2017;170.000 Km;Jaqueline - Belo Horizonte
Ford Ka 1.0 Mpi 8v Flex 2p Manual;27.900;2013;170.000 Km;Jaqueline - Belo Horizonte
